TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19940710,24.288,23.851,0.294,24.659,0.595,139.847,406.435,4.038,98.228,6.358,1.427
19940711,23.955,23.708,0.499,24.164,0.7,75.462,414.213,4.124,98.287,5.727,1.301
19940712,24.316,23.824,0.46,24.732,0.858,168.624,406.595,3.846,98.201,7.713,1.863
19940713,25.179,24.306,1.078,25.918,1.586,224.624,397.331,5.85,98.101,2.916,1.812
19940714,25.013,24.191,0.699,25.708,1.384,205.183,400.402,5.528,98.073,3.459,1.613
19940715,25.095,24.265,0.968,25.797,1.458,202.125,400.014,5.302,98.062,2.3,1.74
19940716,25.805,24.661,0.953,26.774,1.845,236.149,399.054,6.618,98.035,2.249,1.711
19940717,24.462,24.105,0.334,24.763,0.763,142.719,406.238,4.289,98.077,6.346,1.915
19940718,24.105,23.734,0.456,24.419,0.684,120.38,409.698,3.764,98.039,11.654,1.779
19940719,24.435,23.964,0.65,24.834,0.922,177.013,400.979,3.868,97.988,7.053,1.816
19940720,24.42,23.928,0.333,24.836,0.71,159.162,402.57,3.991,97.996,6.318,2.146
19940721,24.38,23.425,0.835,25.188,1.373,193.753,397.731,4.283,97.915,7.681,2.192
19940722,24.371,23.807,0.883,24.848,1.141,154.157,399.815,4.104,97.935,3.931,1.83
19940723,25.597,24.464,1.081,26.556,1.828,219.772,395.206,6.029,97.985,3.78,1.95
19940724,26.003,24.788,1.098,27.032,1.984,237.785,399.01,6.882,97.931,1.581,1.692
19940725,25.775,24.787,0.855,26.611,1.512,231.575,402.434,5.685,97.906,4.201,1.306
19940726,24.732,24.13,0.297,25.241,0.746,169.543,403.07,4.144,97.905,8.743,1.73
19940727,25.33,24.24,1.187,26.251,1.956,229.374,393.079,5.982,97.904,3.283,1.83
19940728,25.843,24.737,1.154,26.778,1.905,243.364,394.293,6.767,97.923,2.296,1.988
19940729,26.212,24.954,1.191,27.275,2.169,245.127,395.432,8.011,97.973,1.052,1.926
19940730,26.042,24.868,0.842,27.036,1.799,235.762,398.529,7.021,97.982,1.827,1.638
19940731,26.361,25.084,1.205,27.442,2.058,255.052,398.437,7.871,97.979,2.674,1.683
19940801,26.021,25.037,0.823,26.854,1.589,244.166,400.285,6.63,97.917,3.923,1.621
19940802,25.096,24.429,0.348,25.661,0.917,197.846,401.766,4.488,97.986,9.866,1.665
19940803,24.73,24.1,0.587,25.262,1.032,196.089,405.333,4.342,98.053,9.038,1.742
19940804,24.785,24.241,0.557,25.245,0.826,171.999,407.493,3.963,98.042,8.176,1.641
19940805,24.47,24.273,0.342,24.636,0.531,119.282,420.272,3.63,98.071,10.392,1.646
19940806,24.545,24.046,0.512,24.967,1.047,187.175,400.919,3.799,98.035,9.123,1.694
19940807,25.045,24.148,1.093,25.805,1.635,222.372,403.888,5.308,97.932,4.219,0.81
19940808,25.415,24.556,0.778,26.143,1.275,226.957,402.328,5.279,97.878,5.978,1.366
19940809,25.67,24.829,1.142,26.38,1.87,229.537,404.562,6.61,97.903,1.936,2.426
19940810,25.801,24.857,0.93,26.599,1.787,239.401,399.603,6.376,97.964,2.482,2.204
19940811,25.539,24.739,0.971,26.215,1.526,223.316,401.906,5.552,97.945,3.919,1.583
19940812,25.701,24.701,0.54,26.548,1.394,228.616,401.811,5.614,97.951,7.807,1.528
19940813,25.062,24.33,0.8,25.681,1.275,197.991,403.132,4.617,97.984,6.121,1.438
19940814,25.439,24.486,1.175,26.246,1.556,222.345,402.136,5.794,97.954,2.226,1.423
19940815,24.491,23.938,0.335,24.959,0.599,157.266,402.774,4.06,97.996,8.325,1.641
19940816,24.529,23.816,0.852,25.133,1.094,184.642,411.152,4.466,98.02,5.894,1.118
19940817,25.253,24.386,1.029,25.987,1.562,238.019,402.042,5.157,97.946,5.377,1.085
19940818,25.432,24.767,0.725,25.995,1.055,200.118,409.086,4.312,97.914,8.966,1.496
19940819,25.53,24.838,0.737,26.115,0.979,213.062,403.19,4.334,97.93,7.535,1.78
19940820,25.364,24.94,0.398,25.722,0.682,168.074,407.424,5.483,97.956,2.42,2.365
19940821,25.804,24.753,1.032,26.693,1.566,224.833,401.922,5.951,97.847,2.744,1.492
19940822,25.362,24.706,0.382,25.917,0.767,212.103,403.008,4.205,97.842,8.551,1.497
19940823,25.429,24.675,0.752,26.066,1.253,232.377,401.305,4.683,97.906,7.24,2.03
19940824,25.062,24.403,0.434,25.619,0.803,210.388,402.077,4.263,97.933,9.061,1.898
19940825,24.811,24.035,0.759,25.468,1.197,192.652,400.942,4.793,97.934,5.727,1.377
19940826,25.507,24.436,0.896,26.414,1.626,236.906,402.94,5.747,97.965,5.21,1.166
19940827,25.648,24.628,1.051,26.511,1.775,238.138,414.05,5.681,97.963,4.592,0.875
19940828,25.958,25.005,0.668,26.765,1.401,247.485,402.062,5.786,97.952,4.151,2.056
19940829,26.387,25.215,1.393,27.378,2.19,271.086,399.443,7.42,97.884,1.392,1.742
19940830,25.277,24.607,0.39,25.845,0.795,166.552,404.529,5.245,97.91,3.056,2.006
19940831,25.533,24.673,1.026,26.26,1.696,229.212,402.56,6.151,97.906,1.684,1.81
19940901,26.109,24.969,1.161,27.073,1.871,273.05,398.575,6.574,97.897,3.519,1.802
19940902,25.93,24.818,0.931,26.87,1.631,254.47,400.909,6.008,97.934,4.944,1.842
19940903,25.496,24.665,0.598,26.199,1.306,234.85,405.204,5.121,97.966,7.089,1.523
19940904,25.393,24.515,0.729,26.136,1.295,223.807,401.808,5.06,98.006,5.642,1.511
19940905,25.309,24.509,0.977,25.986,1.397,196.15,406.403,5.794,97.987,0.595,1.786
19940906,26.076,25.099,1.159,26.902,1.771,235.485,407.072,6.739,97.93,1.11,1.624
19940907,25.977,24.96,0.933,26.838,1.409,256.616,404.349,5.809,97.866,4.805,1.191
19940908,24.767,24.437,0.375,25.046,0.779,149.734,410.413,3.822,97.856,9.785,1.568
19940909,24.775,24.311,0.633,25.168,1.018,172.717,403.504,4.003,97.924,7.871,1.895
19940910,26.338,25.095,1.352,27.389,1.947,245.749,406.761,7.544,97.889,0.578,1.845
19940911,26.253,25.527,0.951,26.867,1.534,221.212,414.023,6.768,97.834,4.181,1.826
19940912,25.63,25.177,0.662,26.013,1.262,198.617,417.14,4.782,97.837,11.514,2.139
19940913,25.258,24.898,0.583,25.562,1.21,183.415,413.911,4.686,97.86,11.319,2.242
19940914,25.277,24.593,0.28,25.855,0.858,212.009,408.015,4.439,97.868,11.175,2.193
19940915,25.247,24.513,0.77,25.868,1.262,232.785,402.249,4.19,97.853,9.122,1.888
19940916,26.341,25.126,1.244,27.369,1.865,269.449,403.618,6.785,97.857,2.869,1.699
19940917,26.146,25.066,0.587,27.06,1.38,260.053,405.094,5.736,97.893,6.15,2.051
19940918,26.142,25.213,0.82,26.928,1.493,246.658,406.729,5.891,97.873,4.127,1.936
19940919,26.279,25.286,0.976,27.12,1.311,244.565,407.286,6.838,97.823,1.286,1.804
19940920,26.351,25.33,0.697,27.215,1.38,267.777,401.691,6.382,97.777,7.311,1.944
19940921,26.307,25.291,0.96,27.166,1.645,273.131,403.308,6.066,97.71,6.385,1.752
19940922,26.719,25.624,0.856,27.646,1.629,288.439,403.88,6.878,97.682,4.469,1.733
19940923,26.74,25.687,0.76,27.63,1.392,277.706,404.587,6.287,97.688,7.543,2.317
19940924,26.473,25.535,0.701,27.267,1.314,267.179,404.631,5.924,97.709,6.729,2.081
19940925,26.125,25.101,0.548,26.992,1.152,259.33,403.482,5.342,97.703,11.036,2.213
19940926,25.944,24.946,1.137,26.789,1.489,266.404,403.331,5.89,97.836,4.905,1.919
19940927,25.703,24.899,0.699,26.383,1.069,236.662,406.347,4.769,97.877,10.036,1.775
19940928,25.997,25.059,0.931,26.791,1.405,255.948,408.976,6.022,97.776,5.516,1.37
19940929,25.295,24.986,0.27,25.556,0.536,188.223,419.067,4.038,97.748,9.429,1.855
19940930,25.364,24.826,0.324,25.819,0.74,205.326,411.382,5.064,97.75,5.634,2.069
19941001,25.204,24.441,0.595,25.849,1.018,214.189,410.057,4.375,97.762,9.025,1.995
19941002,25.624,24.671,1.414,26.429,1.702,244.166,405.291,5.942,97.732,3.236,1.985
19941003,26.011,25.065,0.83,26.81,1.27,242.514,408.193,5.927,97.724,3.648,1.597
19941004,25.262,24.881,0.418,25.584,0.957,188.934,416.961,4.543,97.73,5.753,1.641
19941005,25.406,24.973,0.233,25.772,0.593,192.167,417.432,4.442,97.699,8.093,1.386
19941006,24.662,24.232,0.433,25.026,0.707,176.579,410.499,3.845,97.767,7.372,1.57
19941007,25.297,24.31,0.875,26.132,1.5,219.395,413.769,5.214,97.725,4.542,0.948
19941008,25.245,24.383,0.707,25.974,1.145,225.347,412.545,3.959,97.7,9.789,1.732
19941009,25.588,24.89,0.97,26.179,1.331,228.781,415.978,5.614,97.745,2.058,1.629
19941010,24.945,24.414,0.37,25.394,0.671,193.299,412.343,4.253,97.775,7.871,1.958
19941011,26.077,24.752,1.568,27.197,2.227,259.956,403.861,7.024,97.706,0.86,1.828
19941012,25.747,24.613,0.553,26.706,1.408,244.725,402.203,5.443,97.708,9.055,1.995
19941013,26.622,25.497,1.694,27.573,2.121,289.036,401.855,7.961,97.711,1.214,2.508
19941014,26.698,25.761,0.902,27.49,1.412,245.973,410.571,7.978,97.84,0.629,1.919
19941015,25.534,25.117,0.477,25.886,1.085,199.653,414.592,5.597,97.834,4.796,1.605
19941016,25.176,24.444,0.673,25.794,0.86,213.429,407.569,4.369,97.776,12.68,1.594
19941017,24.831,24.062,1.063,25.482,1.321,187.456,414.111,5.165,97.795,3.874,1.536
19941018,26.344,25.324,1.461,27.207,1.918,231.903,417.852,7.506,97.643,0.549,2.656
19941019,25.634,25.099,0.465,26.087,0.848,232.869,407.587,4.616,97.591,9.815,1.803
19941020,26.031,25.125,1.331,26.797,1.766,255.692,410.374,5.946,97.623,3.584,1.799
19941021,25.639,25.137,0.436,26.065,0.888,225.473,414.163,4.723,97.665,8.334,2.219
19941022,26.715,25.386,1.466,27.839,2.101,260.569,407.424,8.255,97.625,0.243,1.893
19941023,25.927,24.978,0.563,26.73,1.172,241.173,408.278,5.111,97.633,9.298,1.756
19941024,25.562,24.977,0.463,26.056,0.868,202.902,417.933,3.978,97.685,10.001,1.72
19941025,26.186,25.297,0.972,26.937,1.363,237.585,408.882,5.343,97.707,7.986,1.896
19941026,26.554,25.576,1.032,27.383,1.856,250.259,410.114,6.939,97.734,2.214,1.928
19941027,26.395,25.566,0.663,27.098,1.22,225.859,415.916,5.569,97.696,6.717,1.838
19941028,26.128,25.572,0.493,26.599,0.943,228.926,413.399,5.528,97.653,5.381,1.806
19941029,26.236,25.355,0.91,26.981,1.388,245.159,411.52,5.467,97.649,8.184,2.062
19941030,25.695,24.999,0.309,26.284,0.888,233.642,409.486,4.921,97.698,8.322,2.296
19941031,25.146,24.633,0.233,25.579,0.883,168.554,420.054,4.068,97.78,10.212,2.457
19941101,26.253,25.277,0.996,27.078,1.784,257.464,415.124,6.335,97.762,3.685,2.107
19941102,26.163,25.314,0.55,26.88,1.047,243.666,407.636,5.966,97.754,6.553,2.094
19941103,25.484,24.898,0.631,25.98,0.96,230.846,406.388,3.996,97.723,11.887,1.461
19941104,25.943,25.222,0.696,26.553,1.148,228.961,407.805,4.744,97.638,7.536,1.47
19941105,25.723,25.009,0.483,26.328,0.94,217.03,405.841,4.98,97.708,8.386,2.384
19941106,25.623,25.036,0.598,26.12,1.093,226.873,410.074,4.197,97.813,8.812,2.175
19941107,25.349,24.613,0.449,25.972,0.788,209.252,408.914,4.349,97.781,9.248,1.614
19941108,25.378,24.439,0.666,26.172,1.165,236.182,402.611,4.289,97.684,9.277,2.08
19941109,25.81,24.584,0.911,26.847,1.611,252.144,402.875,5.603,97.667,7.154,2.027
19941110,25.794,25.038,0.626,26.434,1.084,244.776,408.441,4.409,97.723,9.958,2.174
19941111,25.805,25.302,0.67,26.23,0.889,238.208,404.489,5.009,97.75,8.539,2.673
19941112,27.073,25.784,1.299,28.164,2.032,262.368,409.743,8.873,97.725,0.059,1.914
19941113,26.25,25.24,0.436,27.105,1.224,252.508,406.375,5.875,97.659,7.879,1.986
19941114,26.261,25.19,0.638,27.168,1.447,250.007,407.832,6.662,97.628,3.241,2.527
19941115,27.335,26.077,1.327,28.4,2.147,295.317,408.764,8.993,97.579,0.203,2.264
19941116,26.948,26.051,0.765,27.706,1.469,260.259,414.256,6.718,97.569,4.027,1.441
19941117,26.04,25.579,0.385,26.43,0.884,187.928,415.171,5.296,97.601,8.074,1.642
19941118,26.207,25.487,1.074,26.817,1.561,223.695,410.662,6.07,97.603,4.104,1.869
19941119,27.331,26.088,1.175,28.382,1.911,258.916,411.436,8.865,97.543,0.093,1.847
19941120,25.597,25.307,0.338,25.843,0.787,154.966,416.052,4.876,97.568,7.434,1.428
19941121,25.478,25.106,0.607,25.794,1.083,152.362,421.452,5.267,97.71,6.804,1.037
19941122,24.959,24.543,0.309,25.31,0.668,144.071,417.927,3.982,97.815,9.227,1.172
19941123,25.479,24.699,0.927,26.139,1.431,209.961,415.307,5.123,97.768,4.412,1.563
19941124,25.94,25.107,0.568,26.644,1.179,235.905,414.341,5.656,97.746,7.173,1.12
19941125,25.382,24.929,0.445,25.766,0.74,169.333,417.396,4.882,97.842,4.449,1.277
19941126,25.761,25.154,0.971,26.274,1.584,208.44,418.035,6.072,97.811,3.162,1.987
19941127,25.4,24.891,0.476,25.83,0.97,215.885,408.334,4.301,97.698,10.338,1.737
19941128,25.296,24.849,0.555,25.673,0.749,194.587,416.361,3.912,97.648,8.707,1.419
19941129,25.25,24.75,0.505,25.673,0.924,195.07,416.361,3.885,97.638,9.875,1.716
19941130,25.101,24.882,0.25,25.286,0.582,162.237,425.777,3.858,97.692,9.611,2.01
19941201,25.126,24.762,0.221,25.435,0.57,155.82,418.853,4.179,97.677,9.409,1.791
19941202,25.734,25.015,0.788,26.342,1.197,225.715,415.596,5.007,97.64,6.209,1.449
19941203,25.516,25.187,0.365,25.794,0.883,193.408,412.901,4.443,97.673,11.522,2.498
19941204,26.287,25.416,0.507,27.024,1.221,242.484,408.361,6.332,97.669,5.469,2.429
19941205,26.669,25.582,1.046,27.588,1.772,275.744,406.428,7.214,97.631,2.859,1.943
19941206,26.06,25.272,0.429,26.726,0.991,244.846,411.416,5.474,97.679,8.02,2.21
19941207,25.273,24.892,0.234,25.596,0.623,178.048,412.272,4.257,97.727,8.147,1.827
19941208,26.505,25.355,1.079,27.478,1.792,262.719,405.178,7.716,97.641,1.238,2.056
19941209,26.268,25.212,1.054,27.161,1.584,256.113,405.276,7.012,97.634,1.71,1.762
19941210,25.683,25.211,0.339,26.082,0.808,195.477,414.435,4.929,97.692,7.544,2.069
19941211,25.093,24.743,0.343,25.389,0.659,151.062,419.542,3.801,97.745,10.527,2.189
19941212,25.706,25.21,0.558,26.125,0.945,215.037,407.837,5.206,97.713,6.867,2.276
19941213,25.494,24.954,0.609,25.951,1.069,189.544,409.547,5.566,97.655,2.39,1.434
19941214,25.534,24.885,0.569,26.084,1.013,212.775,412.351,4.865,97.643,8.383,1.358
19941215,24.627,24.362,0.129,24.851,0.424,82.753,425.953,3.52,97.69,9.748,1.679
19941216,25.216,24.956,0.822,25.437,0.977,136.904,421.655,4.652,97.682,4.289,1.965
19941217,26.492,25.852,1.005,27.034,1.668,220.046,416.437,7.108,97.674,2.807,2.578
19941218,26.086,25.647,0.535,26.457,0.865,211.034,411.553,5.787,97.693,5.692,1.679
19941219,26.4,25.832,0.76,26.88,1.378,233.746,412.242,6.199,97.687,4.75,1.668
19941220,26.24,25.678,0.641,26.716,1.056,212.236,414.048,5.339,97.702,7.428,1.465
19941221,25.566,25.352,0.414,25.747,0.729,138.188,421.501,4.243,97.773,8.702,1.718
19941222,25.79,25.386,0.878,26.131,1.386,172.374,414.934,5.359,97.692,3.585,1.747
19941223,25.547,25.178,0.444,25.859,0.953,184.616,417.622,4.387,97.659,8.117,1.778
19941224,25.798,25.404,0.608,26.132,0.979,186.625,417.801,4.443,97.708,10.462,1.981
19941225,25.828,25.347,0.582,26.236,1.064,177.531,424.453,4.836,97.792,9.003,1.837
19941226,25.831,25.414,0.681,26.183,0.914,177.927,420.585,5.177,97.82,5.647,1.249
19941227,24.986,24.647,0.438,25.273,0.648,138.547,421.438,3.984,97.825,12.152,2.087
19941228,25.191,24.903,1.05,25.434,0.986,172.523,420.579,4.355,97.812,5.542,1.809
19941229,25.521,25.356,0.36,25.661,0.863,173.225,419.541,4.237,97.802,12.482,2.58
19941230,25.616,25.286,0.345,25.894,0.868,183.642,419.317,4.143,97.801,12.673,2.611
19941231,25.627,25.524,0.579,25.714,0.884,140.366,422.552,4.356,97.76,11.491,2.589
19950101,26.262,25.699,1.002,26.739,1.792,217.506,420.668,7.081,97.727,3.454,3.297
19950102,25.608,25.207,0.425,25.947,0.798,185.793,414.295,4.69,97.813,8.88,1.929
19950103,25.248,24.843,0.395,25.59,0.693,164.614,421.442,3.946,97.84,10.796,1.906
19950104,24.981,24.521,0.248,25.371,0.775,139.866,429.302,3.646,97.89,12.534,2.132
19950105,25.507,25.143,0.982,25.815,1.273,179.047,423.531,4.853,97.897,5.425,2.444
19950106,25.557,25.144,0.456,25.906,0.868,157.378,418.814,4.985,97.9,5.869,1.792
19950107,25.281,24.737,0.303,25.741,0.612,181.663,417.832,4.271,97.814,10.306,2.066
19950108,25.183,24.735,0.361,25.562,0.761,166.583,422.532,3.721,97.75,10.591,1.625
19950109,25.204,24.724,0.745,25.609,1.217,177.714,419.79,4.379,97.763,10.011,1.572
19950110,24.744,24.492,0.192,24.957,0.553,135.487,418.49,3.738,97.807,8.8,1.791
19950111,24.768,24.294,0.317,25.169,0.67,148.769,418.019,3.987,97.789,6.897,1.959
19950112,24.706,24.312,0.328,25.039,0.703,159.43,418.455,3.927,97.794,6.6,2.204
19950113,25.157,24.695,0.697,25.548,0.975,198.209,412.773,4.116,97.805,7.189,2.242
19950114,24.848,24.494,0.451,25.147,0.758,152.26,417.456,3.898,97.867,11.785,2.019
19950115,25.098,24.443,1.111,25.653,1.42,223.528,406.671,4.479,97.863,6.869,1.838
19950116,25.643,24.976,0.912,26.207,1.256,231.082,405.78,5.004,97.82,7.589,1.51
19950117,25.09,24.588,0.412,25.515,0.958,171.424,411.313,3.848,97.845,10.902,2.151
19950118,24.961,24.628,0.789,25.243,0.885,155.648,412.21,4.318,97.815,4.555,1.88
19950119,25.845,25.12,1.069,26.458,1.419,221.69,408.952,5.727,97.79,4.296,1.794
19950120,25.185,25.023,0.395,25.323,0.753,161.035,413.948,4.46,97.895,7.311,2.215
19950121,26.014,25.388,1.007,26.543,1.52,239.718,406.74,5.302,97.841,6.818,1.621
19950122,25.548,24.946,0.441,26.057,0.952,210.165,412.431,4.082,97.801,10.931,1.624
19950123,25.477,25.048,0.703,25.84,1.049,179.734,418.326,3.939,97.758,10.277,1.631
19950124,25.066,24.811,0.291,25.282,0.752,140.955,419.882,3.787,97.832,12.525,1.797
19950125,25.077,24.673,0.315,25.419,0.749,181.782,417.551,3.895,97.872,11.523,2.067
19950126,25.295,24.882,0.759,25.645,1.084,184.065,409.021,4.815,97.856,3.019,1.723
19950127,24.953,24.494,0.477,25.341,0.782,158.898,416.32,3.726,97.855,11.693,1.873
19950128,24.935,24.448,0.769,25.347,1.025,145.449,415.927,4.652,97.861,2.27,1.655
19950129,24.983,24.886,0.405,25.065,0.74,130.351,419.851,4.285,97.845,7.351,1.807
19950130,26.006,25.445,1.155,26.48,1.479,219.967,413.871,6.874,97.752,2.984,2.225
19950131,25.218,24.79,0.331,25.579,0.534,178.614,414.884,4.738,97.758,10.339,2.148
19950201,24.923,24.536,0.421,25.25,0.651,125.6,425.519,3.566,97.848,12.273,1.844
19950202,24.966,24.569,0.512,25.302,0.96,159.194,418.412,4.234,97.891,8.386,2.294
19950203,25.896,25.131,0.888,26.543,1.302,226.061,413.678,6.244,97.867,2.183,1.681
19950204,26.952,26.108,1.343,27.665,1.859,242.302,425.431,8.956,97.834,0.424,1.755
19950205,26.016,25.677,0.324,26.304,0.609,193.606,419.853,5.801,97.925,6.546,1.511
19950206,26.466,25.774,0.847,27.051,1.421,233.767,414.589,7.34,97.949,1.867,2.275
19950207,26.513,25.815,0.982,27.105,1.405,261.939,410.406,7.721,98.004,1.845,2.548
19950208,26.299,25.701,0.758,26.805,1.197,226.542,410.703,7.119,98.072,2.054,2.614
19950209,26.485,25.759,1.088,27.099,1.575,230.628,415.033,7.81,98.047,0.579,3.002
19950210,26.339,25.605,1.312,26.96,1.833,240.711,409.371,8.247,98.003,0.407,2.923
19950211,26.621,25.883,1.109,27.245,1.66,238.941,414.267,8.522,97.906,0.606,2.651
19950212,25.664,25.365,0.359,25.917,0.546,188.414,413.85,5.123,97.909,6.375,2.092
19950213,25.323,25.03,0.361,25.57,0.752,175.206,415.748,4.362,97.896,9.173,2.319
19950214,25.471,25.026,0.738,25.847,0.996,190.26,412.985,5.244,97.889,4.059,2.286
19950215,25.343,24.87,0.697,25.743,1.052,212.302,413.469,4.615,97.871,7.333,2.293
19950216,25.124,24.782,0.431,25.414,0.754,185.655,418.142,4.309,97.812,8.15,2.541
19950217,25.891,25.137,1.038,26.528,1.667,241.761,407.27,6.113,97.786,2.648,1.888
19950218,25.012,24.603,0.4,25.359,0.668,185.33,408.363,4.293,97.826,8.069,1.666
19950219,24.744,24.32,0.765,25.103,0.856,184.888,413.53,3.743,97.761,10.276,1.608
19950220,25.131,24.648,0.623,25.541,0.988,219.768,411.069,4.0,97.71,11.517,1.957
19950221,25.178,24.8,0.53,25.498,0.936,179.77,422.329,4.027,97.76,7.546,1.731
19950222,25.158,24.902,0.573,25.375,1.174,131.974,421.918,4.809,97.813,8.668,1.589
19950223,25.135,24.517,0.635,25.657,1.073,198.483,417.453,5.066,97.828,5.378,1.5
19950224,25.706,24.928,0.847,26.364,1.44,235.881,417.949,6.144,97.808,2.684,1.478
19950225,25.684,25.005,1.284,26.258,1.734,232.559,414.683,5.631,97.852,5.138,1.668
19950226,25.236,24.89,0.375,25.529,0.912,196.663,417.07,4.08,97.859,9.881,2.134
19950227,25.468,24.848,0.615,25.992,1.038,233.235,407.191,4.929,97.784,7.255,1.783
19950228,25.227,24.866,0.619,25.532,0.88,201.179,412.886,4.147,97.76,6.556,1.583
19950301,25.869,25.289,1.104,26.36,1.485,235.636,409.738,5.557,97.767,6.038,2.168
19950302,25.367,24.926,0.395,25.741,0.824,187.15,415.603,4.089,97.812,10.235,2.155
19950303,25.357,24.883,0.57,25.757,0.852,194.552,417.973,3.988,97.806,10.347,2.048
19950304,25.13,24.745,0.362,25.457,0.807,182.305,416.462,3.845,97.828,14.521,1.962
19950305,25.256,24.781,0.56,25.658,0.833,176.864,416.301,3.844,97.772,10.74,1.828
19950306,24.723,24.487,0.518,24.923,0.597,131.47,420.27,3.709,97.786,11.343,1.827
19950307,25.381,24.802,0.664,25.871,1.133,213.332,409.642,4.404,97.74,10.089,1.52
19950308,25.047,24.8,0.271,25.256,0.62,145.887,424.113,3.89,97.75,9.31,1.464
19950309,25.042,24.665,0.579,25.36,0.709,194.355,419.555,4.331,97.82,7.344,1.301
19950310,24.871,24.601,0.74,25.099,1.199,195.903,415.556,4.368,97.874,8.657,1.657
19950311,25.097,24.425,0.423,25.665,0.683,179.518,420.024,3.849,97.891,11.045,1.333
19950312,24.677,24.249,0.887,25.04,0.74,134.333,422.133,3.862,97.764,6.546,1.251
19950313,24.668,24.493,0.239,24.817,0.469,64.959,429.281,3.758,97.696,11.86,0.833
19950314,24.608,24.144,0.266,25.0,0.694,117.418,425.24,3.564,97.682,16.044,1.331
19950315,25.44,24.972,1.043,25.836,1.265,181.511,426.362,4.579,97.635,7.508,1.598
19950316,25.587,25.023,0.411,26.065,0.824,211.187,419.633,4.369,97.755,11.691,1.382
19950317,24.771,24.637,0.31,24.885,0.439,74.782,426.6,3.621,97.923,11.431,1.417
19950318,24.854,24.487,0.472,25.164,0.689,165.472,426.257,3.896,97.91,7.947,0.701
19950319,25.226,24.733,0.328,25.642,0.92,177.247,420.802,4.365,97.862,8.696,1.245
19950320,25.194,24.857,0.51,25.479,0.775,178.05,421.961,3.895,97.88,6.566,1.52
19950321,25.599,25.218,0.514,25.921,0.8,193.899,421.409,4.12,97.819,9.894,1.862
19950322,24.853,24.8,0.283,24.897,0.352,63.859,421.859,3.754,97.769,15.212,1.777
19950323,24.984,24.48,0.203,25.411,0.564,163.098,422.745,3.641,97.691,8.461,1.466
19950324,25.028,24.625,0.333,25.368,0.676,140.786,426.319,3.632,97.694,8.179,1.529
19950325,25.385,24.84,0.661,25.846,1.079,201.689,416.655,3.913,97.732,8.327,1.594
19950326,26.27,25.36,0.939,27.04,1.408,273.108,408.969,5.277,97.672,8.121,1.746
19950327,26.184,25.621,0.626,26.661,1.076,231.888,416.525,5.436,97.616,5.195,1.903
19950328,25.745,25.448,0.936,25.997,1.323,190.479,421.31,4.997,97.597,5.852,1.763
19950329,26.213,25.681,0.496,26.664,0.9,211.388,416.49,5.326,97.622,7.762,2.088
19950330,25.508,25.302,0.162,25.682,0.514,162.163,423.937,3.961,97.685,11.751,2.206
19950331,25.377,25.054,0.39,25.649,0.642,157.097,425.836,3.865,97.677,9.258,1.845
19950401,25.286,24.809,0.297,25.689,0.666,144.107,423.641,3.761,97.71,12.762,1.868
19950402,25.275,24.834,0.315,25.648,0.653,163.249,428.078,3.594,97.765,12.722,1.536
19950403,25.277,24.808,0.262,25.674,0.671,145.283,425.51,3.599,97.765,11.439,1.28
19950404,25.063,24.68,0.256,25.387,0.689,112.369,427.859,3.575,97.719,16.699,1.549
19950405,25.573,25.111,0.83,25.964,1.181,139.374,423.332,5.203,97.697,1.948,1.444
19950406,25.341,25.08,0.303,25.562,0.654,105.239,428.661,3.92,97.74,6.536,1.804
19950407,25.546,25.185,0.569,25.852,0.867,163.576,423.917,3.949,97.717,7.376,2.154
19950408,26.126,25.608,0.72,26.564,1.233,210.653,418.553,5.261,97.638,6.641,2.496
19950409,25.929,25.512,0.683,26.281,1.196,196.108,422.407,4.856,97.564,6.479,2.16
19950410,25.345,25.068,0.33,25.58,0.614,151.202,423.773,3.905,97.575,9.548,1.386
19950411,25.239,24.859,0.303,25.562,0.737,147.08,421.687,3.768,97.69,8.291,1.851
19950412,25.175,24.88,0.297,25.424,0.664,110.472,428.335,3.552,97.777,12.744,1.348
19950413,25.217,25.064,0.303,25.348,0.588,111.874,428.973,3.836,97.717,10.934,1.421
19950414,25.329,24.766,0.29,25.804,0.57,137.506,424.856,4.194,97.7,9.658,1.503
19950415,25.065,24.721,0.641,25.356,0.766,148.862,424.23,3.957,97.787,7.498,1.908
19950416,25.279,24.903,0.454,25.597,0.738,168.119,422.588,4.064,97.8,6.304,1.934
19950417,25.504,25.119,0.652,25.829,1.091,126.447,424.246,4.621,97.717,5.693,1.703
19950418,25.129,24.828,0.43,25.384,0.746,101.911,423.953,4.267,97.692,5.022,1.169
19950419,25.214,24.809,0.366,25.557,0.58,163.095,422.091,3.769,97.732,8.082,1.237
19950420,25.446,24.861,0.418,25.941,0.769,162.14,423.044,3.837,97.739,8.85,1.859
19950421,25.398,24.924,0.507,25.799,0.782,171.615,423.819,3.686,97.753,8.042,1.575
19950422,24.906,24.599,0.248,25.166,0.481,117.182,422.764,3.531,97.779,12.235,1.28
19950423,25.232,24.601,0.674,25.767,0.903,173.751,421.615,4.096,97.743,7.076,0.994
19950424,25.239,24.778,0.371,25.629,0.595,160.027,418.422,3.883,97.781,6.685,1.528
